Time	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	B1	B2	B3	B4	B5	B6	B7	B8	B9	B10	B11	B12	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10	D11	D12	E1	E2	E3	E4	E5	E6	E7	E8	E9	E10	E11	E12	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	F11	F12	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	H1	H2	H3	H4	H5	H6	H7	H8	H9	H10	H11	H12
645	1273899	1337103	1300422	1322753	1363332	1395772	1366808	1204284	1358919	1262951	1132979	1065042	1181780	1220092	1249741	1194071	1209960	1304970	1277297	1278159	1350710	1401935	1183447	1156923	1110059	1172426	1210209	1141516	1135775	1213265	1139857	1131873	1222775	1260187	1107600	1036380	1084140	1140481	1179569	1145092	1208277	1251597	1190926	1091012	1131469	1126458	1061932	965123.3	1078360	1156255	1171113	1169128	1147188	1199588	1189176	1139953	1135582	1142800	1056996	992979.3	1169283	1242676	1313955	1195775	1237121	1226851	1201265	1143303	1138062	1218328	1076857	1025060	1186119	1370704	1441965	1313570	1343950	1365959	1259706	1227947	1213051	1241522	1146960	1093755	1204530	1348942	1331938	1318996	1367721	1355852	1255950	1265569	1273313	1332340	1196382	1185153	
665	1274904	1335865	1304855	1318465	1365900	1389882	1364225	1204213	1356879	1265727	1132831	1059403	1195357	1207597	1253190	1185317	1204946	1299242	1276042	1276474	1356899	1397120	1193214	1155467	1115082	1178079	1215379	1153380	1134734	1225103	1129415	1133457	1217745	1257078	1111964	1028280	1074259	1139104	1181815	1145560	1201735	1263597	1190018	1095161	1118850	1140643	1050649	966531.6	1080366	1159914	1173369	1163769	1150786	1197224	1188266	1137914	1134239	1144945	1052755	994836.6	1160132	1244840	1307897	1184831	1245009	1217346	1221633	1140035	1143051	1206627	1064739	1038568	1193519	1367611	1444582	1309611	1370102	1366071	1262632	1220511	1207206	1250243	1157146	1094128	1214535	1350626	1335058	1299047	1379970	1355698	1255810	1258185	1276905	1351949	1191655	1180482	
685	1269580	1340017	1295850	1310119	1363943	1389273	1365810	1198056	1363566	1260345	1136870	1058649	1194553	1217348	1248733	1184942	1208691	1293515	1268456	1279606	1358451	1395554	1186218	1147654	1116088	1172793	1210877	1173977	1135668	1230344	1131678	1124411	1216113	1260732	1104877	1033649	1084308	1145656	1176659	1136232	1204349	1255164	1191256	1089853	1118348	1123196	1058891	955182.1	1084060	1159915	1174444	1157592	1198110	1184268	1189010	1128127	1131910	1138733	1061556	999230.7	1167659	1237957	1308223	1188304	1240822	1226303	1236916	1126677	1139271	1211720	1073156	1028687	1204357	1372983	1443677	1325774	1389083	1360930	1263366	1216088	1194292	1253388	1155641	1098358	1205910	1357172	1337334	1302122	1373328	1359915	1250434	1255958	1278508	1339635	1200021	1180826	
705	1272712	1337367	1315458	1317259	1359991	1377972	1357822	1202080	1357370	1251449	1124320	1064880	1198196	1214633	1241746	1169737	1205234	1298259	1265203	1279690	1346258	1389851	1188425	1153910	1111651	1178538	1211655	1181671	1131823	1216924	1133612	1132270	1211403	1254980	1108857	1025843	1080257	1141877	1168377	1142484	1202836	1251728	1186524	1090657	1123004	1129406	1062321	960065.6	1083218	1162663	1172566	1153309	1201466	1189878	1175555	1133676	1122824	1144664	1055769	990002.6	1162730	1243253	1311709	1182041	1235255	1223986	1225590	1140226	1130596	1209183	1064053	1031602	1196036	1372930	1447611	1321361	1383826	1355138	1255227	1223160	1211330	1246210	1156182	1100855	1212763	1336542	1330210	1305036	1381061	1340003	1247292	1253481	1283728	1342224	1191598	1173268	
726	1274917	1335354	1304954	1303998	1345036	1372635	1370032	1203356	1349437	1266448	1124565	1062382	1186672	1215972	1255023	1177470	1196403	1288350	1266143	1272671	1343533	1395218	1188791	1150155	1114103	1180233	1209039	1166945	1136837	1209448	1130091	1120189	1215039	1252934	1114528	1028849	1077133	1133410	1163958	1137978	1199295	1250244	1192524	1080546	1119713	1129407	1061517	962069.7	1072814	1162644	1178738	1151048	1192831	1184066	1178420	1140134	1117743	1143504	1051941	993247.7	1160985	1242282	1301367	1188326	1227509	1219444	1224251	1139571	1136093	1213029	1067267	1021371	1202405	1360886	1440352	1313574	1387391	1355565	1262913	1220108	1206402	1240316	1155178	1096161	1211400	1344513	1333958	1295222	1389017	1338045	1254591	1253614	1271968	1345959	1181418	1174633	
746	1281691	1336358	1306129	1296629	1350352	1383104	1367461	1198292	1350855	1271658	1128167	1064075	1189259	1210533	1246676	1176168	1202537	1281332	1260843	1274077	1343859	1405877	1185354	1155284	1114052	1176707	1206036	1175286	1127560	1202066	1134044	1122520	1221041	1252592	1104802	1030686	1082007	1129658	1173146	1138047	1193096	1242475	1183919	1077331	1115310	1134027	1063766	956587.4	1079850	1163514	1179005	1143177	1188796	1181501	1178747	1129397	1123935	1148832	1056708	995337.4	1155651	1243346	1295531	1182866	1232447	1215805	1222389	1140404	1129191	1215936	1072632	1016726	1195233	1364701	1435122	1309492	1391679	1351737	1248693	1222360	1204439	1245575	1154212	1094049	1217407	1345661	1330269	1286970	1411000	1337116	1240572	1251338	1275945	1347794	1198626	1171108	
766	1264209	1349181	1302291	1300629	1350702	1378939	1365710	1196684	1354636	1261400	1130974	1055081	1192946	1215994	1257837	1171293	1201141	1278999	1263301	1269100	1351651	1414352	1188956	1142896	1117393	1183383	1207055	1165233	1131442	1203514	1142718	1121864	1211840	1265797	1105719	1036618	1081131	1135543	1172717	1131100	1187517	1237861	1179243	1082063	1113194	1122793	1054765	955882.1	1080539	1166484	1181182	1140723	1184204	1176422	1181963	1132169	1118232	1134591	1058662	985465.9	1154941	1234897	1290999	1174227	1225005	1209512	1229022	1137004	1135530	1220913	1070525	1029265	1196551	1359573	1431706	1309873	1376724	1349396	1252175	1206565	1197801	1237548	1164190	1092486	1213076	1337955	1322320	1280138	1409986	1328731	1242817	1250776	1276848	1345217	1190086	1179898	
786	1272493	1344678	1300177	1285301	1343987	1372470	1361015	1188700	1351109	1269175	1131363	1063347	1184078	1213964	1262506	1168441	1202798	1275277	1264875	1259856	1341891	1433811	1188935	1150479	1115725	1181073	1203008	1158736	1130415	1200011	1153401	1129219	1203808	1285838	1115746	1034088	1079524	1140595	1166554	1130508	1189618	1241767	1180731	1079765	1115078	1125784	1062035	958396.6	1083473	1160320	1185834	1144181	1184716	1178398	1170423	1135228	1106638	1150147	1061479	988179.9	1156840	1238171	1296601	1176055	1227842	1214388	1220158	1134366	1137130	1215743	1073378	1030885	1192883	1349667	1432115	1314350	1383708	1353173	1250523	1216989	1212829	1245202	1161973	1096935	1207905	1328786	1325759	1272629	1413049	1323354	1246525	1249361	1284111	1340216	1193525	1176304	
807	1275793	1343801	1307604	1284684	1341716	1370896	1360824	1194240	1355490	1273401	1127293	1050027	1187474	1211744	1268948	1160271	1197943	1271428	1262336	1262805	1347252	1428248	1194780	1151254	1108268	1179773	1202804	1161460	1129431	1193365	1158221	1131083	1208082	1292698	1109097	1036093	1083280	1132309	1167862	1135858	1180691	1236566	1174226	1076005	1116595	1132692	1061513	958300.9	1083771	1152058	1191718	1132043	1175830	1176185	1168452	1136437	1109338	1141726	1053748	986160.4	1147809	1243689	1293762	1178207	1208154	1212891	1221214	1133917	1132954	1214542	1079814	1022875	1201699	1363395	1429369	1306461	1377242	1335548	1256257	1212978	1200153	1250261	1153614	1095667	1213450	1338788	1324973	1272717	1410780	1333433	1242308	1238690	1275505	1345430	1197988	1177942	
826	1285698	1338794	1312226	1279746	1334581	1373144	1357390	1188164	1354165	1268028	1131613	1061871	1190998	1207038	1272116	1172537	1192352	1266248	1263652	1261866	1346144	1438577	1189159	1152349	1110362	1182395	1199500	1154605	1122401	1190748	1165475	1128224	1197175	1291516	1104339	1038751	1085703	1139363	1161371	1137570	1183527	1238920	1168743	1078986	1113047	1138576	1056627	954924	1078467	1159637	1187833	1133920	1179317	1177064	1166393	1140542	1110918	1143192	1057263	992850.7	1154261	1239958	1290319	1173798	1212093	1213417	1211803	1131796	1133893	1216298	1081608	1023322	1185275	1356195	1432500	1313294	1374489	1346896	1261126	1219227	1213844	1239280	1155497	1087481	1222247	1322818	1325421	1278468	1408136	1313848	1244554	1244028	1274735	1340919	1186309	1175633	
847	1266626	1350839	1304234	1277735	1330311	1367655	1359103	1194249	1346679	1256454	1125484	1065098	1194799	1219191	1269005	1167505	1192951	1262217	1256207	1262860	1343554	1426228	1185491	1149481	1109285	1169873	1190025	1154514	1117958	1192339	1156684	1121558	1192816	1290713	1123573	1031035	1074864	1128282	1162954	1135170	1169325	1238377	1171556	1082634	1106959	1132968	1055665	958425.4	1074697	1164143	1188637	1127067	1172584	1173673	1163081	1125772	1106541	1148201	1059435	987443.6	1149297	1240315	1288797	1180072	1204512	1219497	1202905	1130723	1130593	1213389	1076955	1027241	1198364	1341657	1417311	1314128	1363846	1344489	1258818	1218243	1205152	1250142	1156289	1093431	1206759	1323264	1336073	1266275	1400846	1315703	1252352	1243381	1268929	1336190	1190940	1165553	
867	1271757	1346255	1316207	1276948	1325309	1372181	1343834	1194210	1348771	1266115	1133135	1070242	1192506	1208220	1274365	1158392	1191873	1259668	1256925	1256106	1350493	1426561	1196310	1147052	1109239	1174419	1201272	1158667	1126046	1187884	1155055	1123461	1175611	1288147	1137179	1036545	1081693	1133430	1167696	1131704	1175091	1229830	1163941	1078306	1123430	1124660	1058672	951439.6	1069142	1161055	1195308	1122708	1170267	1179682	1156342	1131238	1102196	1157501	1053009	989303.6	1150025	1243239	1282872	1165429	1200912	1215361	1213101	1135614	1129776	1212965	1077785	1022484	1190407	1334515	1420485	1326907	1354762	1344862	1255409	1238992	1198837	1253180	1153521	1089676	1220546	1326408	1329084	1265632	1396365	1307901	1244896	1249061	1268366	1345768	1200957	1182882	
888	1271449	1346176	1308586	1281053	1322607	1360162	1349151	1204669	1345324	1258848	1134656	1059236	1179566	1209511	1281267	1161861	1196968	1259339	1259356	1260021	1342793	1428749	1195617	1148668	1107802	1174458	1191050	1147355	1123045	1189777	1158676	1117455	1184642	1279612	1147802	1030827	1077049	1132235	1162139	1126145	1173390	1243859	1167559	1081076	1113209	1130696	1059211	954663.9	1068411	1155520	1186754	1134676	1165374	1172097	1165523	1153685	1110223	1145825	1057786	989890.6	1148257	1244199	1278078	1176435	1202558	1237652	1207840	1132821	1139923	1210906	1082673	1020054	1191476	1345779	1415631	1353777	1348650	1344160	1259066	1259724	1193477	1246948	1164423	1088217	1216641	1318838	1330505	1265104	1395654	1316656	1246918	1238924	1256416	1348405	1201505	1164978	
907	1279788	1343122	1311832	1278500	1326192	1376293	1343319	1205885	1352314	1267538	1129643	1060438	1188890	1216010	1270760	1156073	1188739	1253561	1255505	1244195	1338839	1431274	1216018	1153626	1108692	1171441	1184544	1151188	1113290	1179191	1153821	1124383	1179802	1281721	1147012	1028240	1070211	1144433	1167335	1126868	1172114	1237033	1153808	1079302	1111526	1130527	1062548	949436.9	1069952	1151153	1188018	1128371	1166745	1168074	1155485	1162168	1109236	1144767	1064855	990240.1	1146374	1240761	1267360	1181237	1196415	1247235	1200444	1132509	1133633	1209387	1083854	1017198	1190074	1344524	1404722	1358300	1339950	1344012	1250626	1258709	1201167	1239048	1160449	1095668	1213800	1313621	1326744	1257699	1386547	1322419	1235643	1246479	1250165	1340993	1195032	1175294	
927	1285600	1354263	1314727	1280495	1329140	1382156	1339008	1192898	1348172	1263316	1131354	1063156	1186457	1213702	1279365	1163692	1191290	1262355	1249497	1249785	1352671	1425643	1230325	1160446	1114055	1169791	1183549	1142644	1121329	1181676	1152490	1126417	1176250	1282962	1146510	1031639	1074235	1143745	1168969	1114787	1161202	1240468	1158114	1086084	1110897	1128268	1057084	959929.1	1065777	1151882	1189470	1130289	1156579	1170407	1159475	1169443	1108765	1144736	1065049	987926.7	1139754	1235389	1272920	1186516	1191493	1259916	1200338	1135946	1127467	1203217	1085123	1023137	1197645	1326620	1415125	1362093	1342036	1338562	1281150	1255462	1202887	1244025	1152462	1088178	1217607	1313194	1332489	1266123	1377000	1327326	1249150	1245305	1258635	1343489	1197982	1177793	
947	1277967	1349907	1315166	1290511	1326939	1397658	1347379	1198938	1350498	1264957	1135751	1057924	1173404	1213668	1272322	1164587	1194911	1270519	1251240	1242083	1352933	1419540	1221951	1147013	1110916	1171180	1184345	1140648	1120417	1181301	1162014	1126526	1184996	1281280	1143441	1034742	1065592	1136160	1175172	1126134	1160229	1253824	1156717	1077507	1120984	1124964	1058733	964794.6	1059728	1147800	1192400	1127059	1155518	1172215	1154730	1162057	1095601	1129220	1064870	983739.3	1147039	1241364	1270826	1211817	1181421	1260015	1199638	1142440	1130117	1203851	1090134	1021980	1193430	1332450	1408263	1362135	1337169	1346215	1288888	1256869	1198691	1239097	1166264	1093121	1216957	1321294	1332006	1261948	1373783	1330404	1241576	1259682	1254268	1337327	1205343	1178774	
967	1284426	1341999	1307334	1283060	1332387	1413343	1340570	1201557	1358493	1264089	1126938	1059175	1172799	1206802	1278910	1174280	1208033	1264603	1257650	1243233	1360301	1420575	1223374	1148187	1112310	1178808	1192468	1133995	1136524	1183901	1153334	1118489	1178468	1282113	1139447	1031656	1065662	1142310	1181861	1124937	1159689	1279707	1157730	1071921	1126842	1128405	1066735	946190.9	1067688	1147408	1193639	1131786	1148836	1167894	1156040	1157190	1108802	1144568	1063815	991632.6	1141942	1240352	1269368	1210514	1195642	1252823	1193678	1139410	1125299	1193679	1089488	1020914	1201770	1338104	1403075	1351175	1332583	1353664	1297590	1250237	1205417	1248609	1157431	1096041	1215449	1313326	1325051	1257646	1377252	1321290	1237077	1249904	1246685	1345936	1199328	1183633	
987	1277274	1352137	1309222	1288233	1330547	1416382	1337744	1189651	1350745	1254047	1129422	1069931	1171110	1215588	1266607	1194802	1229150	1260768	1252475	1246151	1364233	1421236	1222308	1143948	1113129	1175828	1184290	1148030	1164454	1187243	1151844	1118018	1182095	1273004	1145136	1026686	1056694	1143396	1186262	1131249	1155190	1281203	1160754	1081973	1142881	1130208	1064507	953955.3	1059936	1151366	1182593	1122550	1152699	1173691	1154411	1156821	1106877	1141504	1071870	990313.7	1129793	1248879	1270818	1218809	1184129	1262131	1181525	1133933	1135981	1195168	1086906	1021655	1194060	1343447	1399291	1352964	1336426	1352242	1292510	1245036	1209032	1245705	1160948	1095501	1221060	1316171	1332247	1256527	1376324	1321690	1240226	1245519	1249311	1338902	1204974	1179720	
1008	1276642	1350723	1314062	1306780	1326801	1428936	1329817	1198136	1351772	1250740	1133388	1066049	1171678	1210501	1265318	1209653	1246822	1262374	1260719	1249725	1386982	1408432	1221721	1155723	1104225	1169478	1184074	1136026	1163810	1178871	1147941	1122986	1187525	1263985	1138523	1031165	1063192	1142252	1183405	1142448	1165683	1285039	1154640	1093240	1144052	1117171	1051436	956408.3	1054978	1147272	1189239	1128396	1151833	1178736	1154385	1161711	1102840	1138759	1071544	997607.3	1136667	1246627	1274208	1222953	1191628	1258449	1192054	1171505	1132783	1191423	1090192	1021503	1192804	1337669	1406389	1354942	1330905	1382323	1288857	1252127	1205762	1236307	1163243	1086843	1217097	1319481	1331820	1266201	1373187	1324968	1243586	1260635	1250453	1344666	1201933	1176448	
1028	1281044	1352455	1318302	1322169	1335864	1422986	1340675	1202823	1347967	1247254	1138129	1069582	1170538	1210361	1261972	1208350	1233686	1265771	1254163	1252287	1385791	1400533	1219718	1149483	1115527	1164804	1180807	1138919	1158986	1172599	1145417	1120782	1189759	1263926	1139270	1024313	1069516	1143462	1191796	1173819	1164803	1282696	1154752	1080030	1144499	1127535	1062128	957206.7	1066474	1149128	1185282	1122222	1145382	1180021	1144077	1161739	1110689	1141648	1079794	994889.3	1139901	1236769	1261205	1220917	1187670	1260014	1182818	1172912	1130995	1197095	1088662	1023843	1203607	1330847	1401065	1348799	1333736	1392107	1286635	1244324	1204521	1239156	1158992	1089490	1208345	1307782	1324319	1259852	1367621	1321511	1236045	1247572	1263939	1328548	1205010	1182390	
1050	1273894	1354992	1324132	1327828	1342824	1421992	1330752	1203201	1346067	1256559	1137786	1075925	1169670	1218730	1266110	1205551	1229520	1268963	1250707	1235919	1387807	1395590	1226096	1146301	1115826	1165626	1191467	1142141	1154096	1186066	1138774	1115665	1181389	1258028	1141521	1025668	1062757	1149080	1181965	1181000	1157617	1276556	1153108	1086614	1139865	1125216	1063414	960966.7	1056503	1151266	1182833	1130506	1148101	1189757	1152883	1149954	1110207	1133506	1075803	993501.1	1132560	1238397	1266563	1227980	1185202	1253369	1186416	1177202	1141169	1196937	1088357	1022985	1197574	1333728	1406592	1354973	1329978	1387937	1281800	1243096	1199694	1237803	1167080	1092414	1216303	1317435	1328669	1270949	1365880	1326549	1238101	1257637	1251580	1337828	1205727	1196461	
1069	1276470	1344776	1324974	1331271	1354635	1416425	1333030	1208545	1352445	1248910	1148623	1079280	1170236	1212606	1261678	1208860	1240088	1262568	1252811	1241604	1377642	1394363	1217646	1151555	1116289	1165597	1186273	1137888	1163020	1186355	1125706	1124027	1185395	1253489	1134717	1030669	1062735	1148885	1180964	1181951	1159204	1282236	1147181	1081995	1145672	1122526	1052473	957655.3	1053525	1140666	1178304	1122045	1153522	1212308	1154978	1141444	1099347	1128564	1071053	985305.6	1135493	1241657	1268864	1224492	1182794	1245118	1187523	1174086	1136086	1201245	1083010	1025506	1196094	1323241	1397102	1345417	1323004	1394254	1275967	1241289	1201299	1243921	1154984	1100627	1206818	1311539	1322149	1260780	1371460	1329283	1240274	1252314	1247431	1340313	1214376	1185256	
1090	1272507	1352598	1318581	1333637	1364129	1419535	1325957	1195178	1349859	1247594	1144382	1081864	1172027	1213998	1257452	1208643	1237912	1269843	1248973	1246941	1369890	1395365	1217223	1154617	1109288	1168817	1186287	1141738	1157134	1182164	1124962	1123686	1175629	1246420	1131692	1037712	1054861	1150243	1182211	1175368	1158319	1275036	1146537	1093379	1142451	1128581	1053117	959147.3	1053473	1146709	1174814	1131066	1154409	1227189	1150401	1147430	1105159	1130406	1081123	990476.9	1130615	1243591	1268247	1203543	1178613	1245301	1187912	1167005	1132727	1194855	1080523	1025012	1191807	1337432	1404009	1340211	1335614	1392013	1277620	1240312	1199308	1250964	1168950	1099276	1209937	1306420	1325279	1265531	1361843	1346927	1255604	1246965	1249909	1333405	1204918	1181637	
1109	1277292	1348709	1314999	1334599	1361063	1417466	1328174	1208144	1347757	1246462	1141289	1076468	1161664	1214649	1248305	1204196	1225444	1270032	1258749	1241177	1369143	1387410	1209234	1151784	1113811	1162226	1191693	1138944	1144060	1186449	1126323	1126749	1172122	1251750	1125566	1039931	1059620	1145128	1178693	1168663	1159720	1286276	1153652	1107066	1145929	1125062	1064758	955446.7	1056078	1158408	1174999	1129208	1144354	1233337	1154117	1140902	1105402	1134610	1076032	989107.4	1138364	1236321	1264880	1201233	1186278	1240236	1186636	1173513	1135452	1193151	1088150	1023445	1195475	1336623	1406738	1347405	1327593	1388862	1283268	1235126	1203137	1251751	1157467	1098663	1218771	1316397	1324784	1266792	1360676	1364125	1270271	1258517	1249481	1340050	1200888	1181980	
1130	1278962	1346202	1310910	1325392	1372690	1415001	1339546	1209529	1350750	1258222	1138253	1075039	1172320	1218119	1256917	1200556	1211302	1290469	1266793	1246622	1370181	1389369	1207560	1151421	1125524	1170169	1195963	1123916	1139965	1182842	1129286	1128300	1183000	1250868	1128248	1031670	1058394	1152738	1180123	1170702	1172424	1276725	1146734	1106993	1139558	1124643	1063294	946458	1055665	1138205	1172564	1122987	1141001	1226405	1146756	1148231	1105453	1139497	1069353	985293.6	1136834	1241735	1275166	1211367	1179631	1247034	1184699	1168005	1129495	1196657	1085351	1025667	1186704	1338647	1387118	1331601	1319813	1391952	1278795	1228724	1196810	1256762	1158086	1093090	1213259	1305713	1328743	1277607	1357453	1366084	1268588	1246132	1247093	1337514	1208945	1186201	
1150	1275129	1343342	1320345	1321130	1358021	1405837	1337896	1203579	1340999	1252010	1135434	1070671	1167281	1217859	1252558	1198774	1209648	1303449	1285296	1249568	1376982	1390491	1213078	1148059	1127440	1170782	1199287	1128508	1149301	1181479	1124522	1120999	1176021	1251516	1112773	1032050	1052083	1147642	1179304	1165849	1159284	1261511	1155371	1109405	1137137	1119861	1070298	955037.3	1055444	1153201	1167319	1128918	1148576	1223194	1156772	1141519	1099496	1132979	1068343	997249	1137022	1242583	1264095	1200135	1185098	1240467	1190249	1169656	1129617	1200868	1065188	1019271	1202566	1340664	1398898	1329519	1320891	1385526	1275460	1226352	1191431	1258037	1165353	1097006	1217121	1312138	1328463	1290771	1358179	1374765	1264546	1255536	1244176	1339839	1207081	1177867	
1173	1268372	1349002	1317423	1313532	1361706	1402639	1330981	1208894	1344633	1261541	1140189	1075658	1172246	1223861	1248929	1200291	1213336	1301216	1286035	1252311	1370060	1386144	1203583	1142202	1134968	1166042	1210497	1126394	1145757	1182313	1128562	1116488	1171287	1246646	1116294	1031337	1063163	1143322	1183699	1160338	1161952	1270814	1156403	1115053	1134661	1122224	1060063	958205.7	1051282	1152326	1173044	1133382	1138349	1214389	1148963	1131492	1103304	1146788	1073161	991021.1	1141212	1236833	1280119	1193023	1189301	1237447	1185739	1173563	1135034	1188449	1076026	1016871	1201746	1355482	1403876	1323763	1330137	1382924	1260931	1221694	1205231	1263690	1161018	1099277	1215354	1314385	1337152	1305508	1355421	1369829	1264751	1249774	1251410	1329718	1197356	1182463	
1193	1277147	1338639	1321567	1317435	1363662	1402989	1332793	1199096	1349329	1249570	1131572	1074740	1167756	1222418	1253051	1187363	1215893	1297094	1295152	1255826	1362979	1389295	1194824	1146446	1122879	1166141	1206228	1133426	1133502	1179854	1122070	1118241	1178190	1244066	1106142	1034036	1062554	1149671	1171933	1154450	1161043	1259081	1151158	1108126	1124470	1116070	1055403	959637.9	1057768	1160934	1173126	1160426	1142948	1215444	1156344	1142395	1104694	1137253	1065858	979480.3	1127810	1244874	1290568	1201087	1180672	1229654	1184363	1155869	1129812	1199087	1077857	1015527	1189479	1364047	1419868	1316914	1322193	1371510	1262355	1217141	1197067	1261968	1158797	1093665	1214437	1310163	1345502	1302717	1357251	1369180	1259310	1249589	1253289	1342932	1203230	1181349	
